NUM_CEP_LOGRADOURO_FAM
41403400
41306150
41310610
40713690
41510380
41741510
40296115
40715375
40301155
41321335
41710750
41370220
41250470
41290340
41335350
41207603
40070100
41915350
41515070
40800570
41311270
40810160
41260040
41181370
41306745
40800027
40310400
41321715
40717568
41310493
41347300
41100140
40365590
41298310
40470000
41515232
40015450
41820570
41205190
40170045
40470064
41250260
40430570
40717296
40450330
41219535
40710740
40720360
41100320
40760190
41306725
40713380
40718160
40436420
40718120
41515312
41510018
40725040
41510016
40713060
40717110
40725550
41402190
40450615
41500154
40713030
41510192
40470380
40710730
40451360
41219420
41510840
40760620
40385170
41110260
40760180
40450211
40710500
40020310
40436660
41510346
40726320
40300610
40730525
41213660
40470131
40450885
41515230
41299020
41515338
40731390
40430710
40717530
41950510
41343840
40731465
40301245
40710610
40450665
41230120
40731460
40730187
40720580
40750210
41515080
40760430
40760570
40450435
40800235
41510040
41515132
40040340
40713133
40300805
41515254
40155080
40710590
41515322
41347430
40300700
40760390
40430510
40710510
41610520
40760290
41301520
40718615
40470080
41510540
40430090
41515040
40226250
40731165
41307340
40731585
40710110
40470390
41515224
40301246
40717480
41310785
40715300
40720188
41225090
40470074
41225785
40717700
40715450
41515120
40451350
41500080
41225190
41306220
40717430
40300305
40800620
40300795
40731230
41100330
41400276
40411050
40470236
40240290
41225820
40435365
41347535
40760000
41500051
40735030
40240025
40435173
41225700
41515310
40421010
41306755
40730385
40490350
40735700
40717625
40045120
41510060
40810090
40720250
40450605
40450290
40470735
40717618
41220490
40302024
40024135
41510645
41500480
40254060
41400132
40760100
40713586
40750540
41400272
40725068
40302290
40717120
41299380
41345610
40490238
40226580
40750184
41305510
41220285
40720374
40300540
40484550
40717540
40020045
41500290
42500740
40300781
40080136
40300600
40717286
40226435
40750640
41950725
41300190
40302050
40354010
40226480
40302120
40717490
40760020
40226565
40470775
40301180
40490332
40313360
40725014
40155730
41385250
40715315
41905400
41510580
40335640
40450775
40301300
40226110
41320991
41298855
40810170
41615250
40470130
41110180
41100570
41515058
41308325
40490375
41338540
40155750
41227065
40830640
40490154
40170075
40155030
41227260
41227156
40830580
41100470
41227158
41299310
41298800
40490064
40250350
40260060
41515030
40490336
40484480
40730140
40717180
41227210
41100415
40725380
40470376
41308000
41205200
40730590
40470282
40490184
41227070
40240685
40715523
41510207
40717200
41100495
41227130
40350000
41219475
40720279
41150440
40730730
40760336
40750426
40470690
41225400
41100079
41100500
40800010
40717780
41205290
40335220
41205310
40800470
40490022
